Company,News_URL,Homepage_URL
DKSH Holding AG,https://www.dksh.com/global-en/home/media/news,https://www.dksh.com
DocMorris AG,https://ir-corporate.docmorris.com/en/news/newsroom,https://ir-corporate.docmorris.com
dormakaba Holding AG,https://www.dormakabagroup.com/en/newsroom,https://www.dormakabagroup.com
Dottikon ES Holding AG,https://dottikon.com/en/investors/media-releases/,https://dottikon.com
Edisun Power Europe AG,https://www.edisunpower.com/en/media,https://www.edisunpower.com
EEII AG,https://eeii.ch/news,https://eeii.ch
EFG International AG,https://www.efginternational.com/de/Global/media.html,https://www.efginternational.com
Eli Lilly and Company,https://www.lilly.com/news/press-releases,https://www.lilly.com
Elma Electronic AG,https://www.elma.com/en/news-events/news-releases,https://www.elma.com
Emmi AG,http://group.emmi.com/che/en/media-investors/media-releases,http://group.emmi.com
Ems-Chemie Holding AG,https://www.ems-group.com/de/medien/finanz-medienmitteilungen/ems-gruppe/,https://www.ems-group.com
EPH European Property Holdings Plc,https://www.globenewswire.com/news-release/2025/08/26/3139509/0/en/EPH-European-Property-Holdings-PLC-announces-the-Notice-of-the-Annual-General-Meeting-of-EPH-European-Property-Holdings-PLC-to-be-held-on-23-September-2025.html,https://www.globenewswire.com
EPIC Suisse AG,https://ir.epic.ch/en/media-releases,https://ir.epic.ch
EvoNext Holdings SA,https://www.eqs-news.com/news/ad-hoc/evonext-holdings-sa-publishes-half-year-report-2025/437a80ee-437e-4a6a-a168-e3eac8687394,https://www.eqs-news.com
"Fangda Carbon New Material Co.,Ltd",https://www.six-group.com/en/newsroom/media-releases/2023/20230315-fangda-carbon-gdr-listing.html,https://www.six-group.com
Feintool International Holding AG,https://www.feintool.com/wp-content/uploads/2025/04/MR_Feintool_GV_GJ_2024_EN.pdf,https://www.feintool.com
Flughafen Zürich AG,https://newsroom.flughafen-zuerich.ch/medienmitteilungen/,https://newsroom.flughafen-zuerich.ch
Forbo Holding AG,https://www.forbo.com/corporate/en-gl/media/mediacenter/media-releases/pjl7x4,https://www.forbo.com
Fundamenta Real Estate AG,https://fundamentarealestate.ch/de/investoren-medien/medien-blogbeitraege,https://fundamentarealestate.ch
Galderma Group AG,https://www.galderma.com/newsroom,https://www.galderma.com
Galenica AG,https://www.galenica.com/en/medien/,https://www.galenica.com
GAM Holding AG,https://www.gam.com/en/news-and-media/press-releases,https://www.gam.com
Geberit AG,https://www.geberit.com/media/,https://www.geberit.com
GEM Co. Ltd.,https://en.gem.com.cn/ADHOCPUBLICITY/index.html,https://en.gem.com.cn
Georg Fischer AG,https://www.georgfischer.com/de/newsroom/media-releases.html,https://www.georgfischer.com
Givaudan SA,https://www.givaudan.com/media/media-releases,https://www.givaudan.com
Glarner Kantonalbank,https://glkb.ch/medien,https://glkb.ch
Goodyear Tire & Rubber Company,https://news.goodyear.com/news,https://news.goodyear.com
"Gotion High-Tech Co., Ltd.",https://en.gotion.com.cn/news/company-news.html,https://en.gotion.com.cn
Graubündner Kantonalbank,https://www.gkb.ch/de/ueber-uns/aktuelles/mitteilungen/news-medienmitteilungen,https://www.gkb.ch
Groupe Minoteries SA,https://www.foodaktuell.ch/2025/08/27/groupes-minoteries-tieferer-umsatz-guter-gewinn,https://www.foodaktuell.ch
Gurit Holding AG,https://www.gurit.com/media-releases/,https://www.gurit.com
"Hangzhou GreatStar Industrial Co., Ltd.",https://www.six-group.com/en/newsroom/media-releases/2022/20221115-hangzhou-greatstar-ipo.html,https://www.six-group.com
HBM Healthcare Investments AG,https://www.hbmhealthcare.com/en/news,https://www.hbmhealthcare.com
Helvetia Holding AG,https://www.helvetia.com/corporate/web/en/home/media/publications/media-releases.html,https://www.helvetia.com
HIAG Immobilien Holding AG,https://www.hiag.com/de/unternehmen/medien/medienmitteilungen/,https://www.hiag.com
Highlight Event and Entertainment AG,https://www.hlee.ch/en/Home.htm,https://www.hlee.ch
Holcim Ltd,https://www.holcim.com/media/media-releases,https://www.holcim.com
HT5 AG,https://www.ht5.ch/en/medienmitteilungen,https://www.ht5.ch
Huber+Suhner AG,https://www.hubersuhner.com/en/newsroom/company-news/news-ad-hoc-news,https://www.hubersuhner.com
Hypothekarbank Lenzburg AG,https://www.hbl.ch/de/ueber-uns/medien-news/medienmitteilungen-und-news/,https://www.hbl.ch
Idorsia Ltd,https://www.idorsia.com/investors/news-and-events/media-releases.html,https://www.idorsia.com
Implenia AG,https://implenia.com/en/media/newsroom/,https://implenia.com
INFICON HOLDING AG,https://www.inficon.com/en/news,https://www.inficon.com
Interroll Holding AG,https://www.interroll.com/news-events/news-press-releases,https://www.interroll.com
Intershop Holding AG,https://www.intershop.ch/en/investors/investor-relations/press-releases?page=4,https://www.intershop.ch
Investis Holding SA,https://www.investisgroup.com/en/media,https://www.investisgroup.com
IVF HARTMANN Holding AG,https://corporate.hartmann.info/en/news-media/media-room,https://corporate.hartmann.info
"Jiangsu Eastern Shenghong Co., Ltd.",https://www.six-group.com/en/newsroom/media-releases/2022/20221228-jiangsu-eastern-gdr-listing.html,https://www.six-group.com
"Joincare Pharmaceutical Group Industry Co., Ltd.",https://en.joincare.com/news/1/,https://en.joincare.com
Julius Bär Gruppe AG,https://www.juliusbaer.com/de/medien-investoren/,https://www.juliusbaer.com
Jungfraubahn Holding AG,https://www.jungfrau.ch/de-ch/unternehmen/medienmitteilungen/?srsltid=AfmBOoqxaXYDZ16lZ-k6r0c9I5jgm5Ta-scDIKy82NeMLA6F3x_lnts5,https://www.jungfrau.ch
Kardex Holding AG,https://www.kardex.com/en/company/news,https://www.kardex.com
"Keda Industrial Group Co., Ltd.",https://kedagroup.com/news/,https://kedagroup.com
Klingelnberg AG,https://klingelnberg.com/aktuelles/news/presse,https://klingelnberg.com
Komax Holding AG,https://www.komaxgroup.com/en-ch/media-releases,https://www.komaxgroup.com
Kudelski S.A.,https://www.nagra.com/investors-media/press-releases,https://www.nagra.com
Kühne + Nagel International AG,https://newsroom.kuehne-nagel.com/de-ch/medienmitteilungen/,https://newsroom.kuehne-nagel.com
"Kunshan Dongwei Technology Co., Ltd",https://www.six-group.com/en/newsroom/media-releases/2023/20230613-kunshan-dongwei-technology-gdr-listing.html,https://www.six-group.com
Kuros Biosciences Ltd.,https://kurosbio.com/media-investors/,https://kurosbio.com
Landis+Gyr Group AG,https://www.landisgyr.com/news/,https://www.landisgyr.com
lastminute.com N.V.,https://corporate.lastminute.com/media-and-news/press-releases/,https://corporate.lastminute.com
Leclanch?SA,/search?num=12,://
LEM Holding SA,https://www.lem.com/en/investors,https://www.lem.com
Leonteq AG,https://www.leonteq.com/news-and-media/news/corporate-news,https://www.leonteq.com
"Lepu Medical Technology (Beijing) Co., Ltd.",https://en.lepumedical.com/news/,https://en.lepumedical.com
Liechtensteinische Landesbank AG,https://llb.li/en/llb/media/media-communiques/media-communiques,https://llb.li
Logitech International S.A.,https://ir.logitech.com/press-releases/default.aspx,https://ir.logitech.com
Lonza Group AG,https://www.lonza.com/news-and-media,https://www.lonza.com
Luzerner Kantonalbank AG,https://www.lukb.ch/ueber-uns/medien/news,https://www.lukb.ch
MCH Group AG,https://www.mch-group.com/en/media,https://www.mch-group.com
Medacta Group SA,https://www.medacta.com/EN/press,https://www.medacta.com
Medartis Holding AG,https://medartis.com/en/about-us/news,https://medartis.com
medmix AG,https://www.medmix.swiss/news,https://www.medmix.swiss
Meier Tobler Group AG,https://www.meiertobler.ch/de/ueber-uns/investoren/medienmitteilungen,https://www.meiertobler.ch
Metall Zug AG,https://metallzug.ch/medien,https://metallzug.ch
Meyer Burger Technology AG,https://www.meyerburger.com/cs/newsroom,https://www.meyerburger.com
Mikron Holding AG,https://www.mikron.com/en/group/media/press,https://www.mikron.com
mobilezone holding ag,https://www.mobilezoneholding.ch/en/investors-1/press-releases.html,https://www.mobilezoneholding.ch
Mobimo Holding AG,http://www.mobimo.ch/en/investors/ad-hoc-news,http://www.mobimo.ch
Molecular Partners AG,https://investors.molecularpartners.com/news-and-events/news-releases,https://investors.molecularpartners.com
Montana Aerospace AG,https://www.montana-aerospace.com/en/press/,https://www.montana-aerospace.com
naturenergie holding AG,https://www.naturenergie-holding.ch/presse,https://www.naturenergie-holding.ch
NEBAG AG,https://www.nebag.ch/news-und-medien/,https://www.nebag.ch
Nestl?AG,/search?num=12,://
Newron Pharmaceuticals S.p.A.,https://www.newron.com/news-and-media/regulatory-news/year/all,https://www.newron.com
NIBE Industrier AB,https://www.nibe.com/de/investoren,https://www.nibe.com
"Ningbo Shanshan Co., Ltd.",https://www.six-group.com/en/market-data/shares/share-explorer/share-details.US65447N1037USD4.html,https://www.six-group.com
Novartis AG,https://www.novartis.com/news,https://www.novartis.com
Novavest Real Estate AG,https://www.novavest.ch/en/media/,https://www.novavest.ch
OC Oerlikon Corporation AG,https://www.oerlikon.com/en/about-us/media/press-releases/,https://www.oerlikon.com
"OmniVision Integrated Circuits Group, Inc.",https://www.ovt.com/press-releases/,https://www.ovt.com
Orell Füssli AG,https://orellfuessli.com/medienmitteilungen,https://orellfuessli.com
Orior AG,https://orior.ch/en/orior-media-releases-and-news,https://orior.ch
Partners Group Holding AG,https://www.partnersgroup.com/en/news-and-views/press-releases/corporate-news,https://www.partnersgroup.com
Peach Property Group AG,https://www.peachproperty.com/en/news-en/,https://www.peachproperty.com
PepsiCo Inc.,https://www.pepsico.com/our-stories/press-releases,https://www.pepsico.com
Perrot Duval Holding SA,https://perrotduval.com/en/press-release/,https://perrotduval.com
Philip Morris International Inc,https://www.pmi.com/investor-relations/press-releases-and-events,https://www.pmi.com
Phoenix Mecano AG,https://group.phoenix-mecano.com/de/medien,https://group.phoenix-mecano.com
PIERER Mobility AG,https://www.pierermobility.com/en/newsroom,https://www.pierermobility.com
PLAZZA AG,https://www.plazza.ch/medienmitteilungen/,https://www.plazza.ch
PolyPeptide Group AG,https://www.polypeptide.com/news/category/media-releases/,https://www.polypeptide.com
Private Equity Holding AG,https://www.peh.ch/en/investor-relations/media-releases,https://www.peh.ch
PSP Swiss Property AG,https://www.psp.info/en/media/press-releases,https://www.psp.info
R&S Group Holding AG,https://ir.the-rsgroup.com/all-news,https://ir.the-rsgroup.com
RELIEF THERAPEUTICS Holding AG,https://relieftherapeutics.com/news-and-events/,https://relieftherapeutics.com
Rieter Holding AG,https://www.rieter.com/media/media-releases,https://www.rieter.com
Roche Holding AG,https://www.roche.com/media/releases,https://www.roche.com
Roche Holding AG,https://www.roche.com/media/releases,https://www.roche.com
Romande Energie Holding SA,https://investor.romande-energie.ch/investor-relations/press-releases/pr-2025.aspx?sc_lang=en,https://investor.romande-energie.ch
Sandoz Group AG,https://www.sandoz.com/media/news/,https://www.sandoz.com
Santhera Pharmaceuticals Holding AG,https://www.santhera.com/investors-and-media/news-and-media-center,https://www.santhera.com
Schindler Holding AG,https://group.schindler.com/en/media/press-releases.html,https://group.schindler.com
Schindler Holding AG,https://group.schindler.com/en/media/press-releases.html,https://group.schindler.com
Schlatter Industries AG,https://www.schlattergroup.com/de/news/,https://www.schlattergroup.com
Schweiter Technologies AG,https://www.schweiter.ch/s1f3/media-releases/,https://www.schweiter.ch
Schweizerische Nationalbank,https://www.snb.ch/de/news-publications/media-releases,https://www.snb.ch
Scor SE,https://www.scor.com/en/press-releases-and-news,https://www.scor.com
Sensirion Holding AG,https://sensirion.com/company/news/press-releases-and-news,https://sensirion.com
SF Urban Properties AG,https://www.sfurban.ch/en/news-room,https://www.sfurban.ch
SFS Group AG,https://www.sfs.com/ch/en/media-newsroom/,https://www.sfs.com
SGS AG,https://www.sgs.com/en/news,https://www.sgs.com
"Shenzhen Senior Technology Material Co., Ltd.",https://www.six-group.com/en/newsroom/media-releases/2023/20231218-shenzhen-senior-technology-material-gdr-listing.html,https://www.six-group.com
SHL Telemedicine Ltd.,https://www.shl-telemedicine.com/news/,https://www.shl-telemedicine.com
Siegfried Holding AG,https://www.siegfried.ch/media/,https://www.siegfried.ch
SIG Group Ltd,https://www.sig.biz/en/news-insights/press-releases,https://www.sig.biz
Sika AG,https://www.sika.com/en/media/media-releases.html,https://www.sika.com
SKAN Group AG,https://ir.skan.com/en/press-releases,https://ir.skan.com
SoftwareONE Holding AG,https://www.softwareone.com/en-ch/media-releases,https://www.softwareone.com
Sonova Holding AG,https://www.sonova.com/en/newsroom,https://www.sonova.com
St.Galler Kantonalbank AG,https://www.sgkb.ch/en/about-us/news,https://www.sgkb.ch
Stadler Rail AG,https://www.stadlerrail.com/media,https://www.stadlerrail.com
StarragTornos Group AG,https://starragtornos.com/en/publications/ad-hoc-and-other-announcements/,https://starragtornos.com
Straumann Holding AG,https://www.straumann.com/group/en/home/media/newsroom.html,https://www.straumann.com
Sulzer AG,https://www.sulzer.com/en/about-us/media-relations,https://www.sulzer.com
Sunrise Communications AG,https://www.sunrise.ch/en/corporate/media/media-releases?srsltid=AfmBOopRDdoFgmRIBpdIUpKyMfiNk8MdLBBvgBHcpK8vXJF9sg2dBHyZ,https://www.sunrise.ch
"Sunwoda Electronic Co., Ltd.",https://en.sunwoda.com/media_center.html,https://en.sunwoda.com
"SUPCON Technology Co., Ltd",https://global.supcon.com/,https://global.supcon.com
Swiss Life Holding AG,https://www.swisslife.com/en/home/media/media-releases.html,https://www.swisslife.com
Swiss Prime Site AG,https://sps.swiss/en/group/media/media-releases,https://sps.swiss
Swiss Re AG,https://www.swissre.com/media/press-release.html,https://www.swissre.com
Swisscom AG,https://www.swisscom.ch/de/about/news.html?srsltid=AfmBOora8yReFdaZLn9yFz5HyJzDWGLht8UP_yW0CZ46zlnSJwxd4LAU,https://www.swisscom.ch
Swissquote Group Holding Ltd,https://www.swissquote.com/en/group/media/press-releases,https://www.swissquote.com
Tecan Group AG,https://www.tecan.com/press-center,https://www.tecan.com
TEMENOS AG,https://www.temenos.com/press-releases/,https://www.temenos.com
The Swatch Group AG,https://www.swatchgroup.com/en/press-room,https://www.swatchgroup.com
The Swatch Group AG,https://www.swatchgroup.com/en/press-room,https://www.swatchgroup.com
Thurgauer Kantonalbank,https://www.tkb.ch/ueber-uns/medien-investoren/medienmitteilungen,https://www.tkb.ch
TX Group AG,https://tx.group/news-events/media-releases/,https://tx.group
u-blox Holding AG,https://www.u-blox.com/en/newsroom,https://www.u-blox.com
UBS Group AG,https://www.ubs.com/global/en/investor-relations/press-releases.html,https://www.ubs.com
V-ZUG Holding AG,https://www.vzug.com/ch/de/investor-relations-news,https://www.vzug.com
Valartis Group AG,https://valartisgroup.ch/en/,https://valartisgroup.ch
Valiant Holding AG,https://www.valiant.ch/en/ueber-valiant/medien-und-aktuelles-news,https://www.valiant.ch
Varia US Properties AG,https://variausproperties.com/investors/media-releases/,https://variausproperties.com
VAT Group AG,https://www.vatgroup.com/news,https://www.vatgroup.com
Vaudoise Assurances Holding SA,https://www.vaudoise.ch/fr/a-notre-propos/le-groupe-vaudoise/communiques-de-presse-et-medias/communiques-de-presse,https://www.vaudoise.ch
Vetropack Holding AG,https://www.vetropack.com/en/about-us/media-news/news/,https://www.vetropack.com
Villars Holding S.A.,https://www.villarsholding.ch/de/news,https://www.villarsholding.ch
Vontobel Holding AG,https://www.vontobel.com/en-ch/about-vontobel/media/communications/,https://www.vontobel.com
VP Bank AG,https://www.vpbank.com/en-ch/media/media-releases,https://www.vpbank.com
VZ Holding AG,https://www.vermoegenszentrum.ch/en/investor-relations/press-announcements,https://www.vermoegenszentrum.ch
Walliser Kantonalbank,https://www.bcvs.ch/de/die-wkb/publikationen-medien/medienbereich/medien-presse,https://www.bcvs.ch
Warteck Invest AG,https://www.warteck-invest.ch/de/investoren-medien/medienmitteilungen,https://www.warteck-invest.ch
WISeKey International Holding AG,https://www.wisekey.com/press/,https://www.wisekey.com
Xlife Sciences AG,https://www.xlifesciences.ch/en/press-releases,https://www.xlifesciences.ch
"Yangzhou Yangjie Electronic Technology Co., Ltd.",https://www.six-group.com/en/newsroom/media-releases/2023/20230418-yangzhou-yangjie-electronic-technology-gdr-listing.html,https://www.six-group.com
Youngtimers AG,https://youngtimers.com/news-pages/news,https://youngtimers.com
Ypsomed Holding AG,https://www.ypsomed.com/en/news-insights/news/press-releases,https://www.ypsomed.com
Zehnder Group AG,https://www.zehndergroup.com/en/news,https://www.zehndergroup.com
Zhejiang HangKe Technology Incorporated Company,https://www.six-group.com/en/newsroom/media-releases/2023/20230222-zhejiang-hangke-gdr-listing.html,https://www.six-group.com
"Zhejiang Huayou Cobalt Co., Ltd.",https://www.huayou.com/en/news/corporate-news,https://www.huayou.com
Zimmer Biomet Holdings Inc.,https://investor.zimmerbiomet.com/news-and-events/news/2025,https://investor.zimmerbiomet.com
Züblin Immobilien Holding AG,https://www.zueblin.ch/,https://www.zueblin.ch
Zug Estates Holding AG,https://zugestates.ch/en/media,https://zugestates.ch
Zuger Kantonalbank,https://www.zugerkb.ch/die-zugerkb/medien/medienmitteilungen,https://www.zugerkb.ch
Zurich Insurance Group AG,https://www.zurich.com/media/news-releases,https://www.zurich.com
Zwahlen & Mayr SA,https://zwahlen.ch/investors-relations/,https://zwahlen.ch
